DATE;DATE;DOY;"Temperature
(oC)";"Relative Humidity
(%)";"Wind Speed
(m/s)";"Solar Radiation Rs
(w/m2)";"Rain";"Wind Direction
(oC)";"Max. Temperature
(oC)";"Max. Relative Humidity
(%)";"Max.  Wind Speed
(m/s)";"Max. Solar Radiation Rs
(w/m2)";"Min. Temperature
(oC)";"Min. Relative Humidity
(%)";"Min.  Wind Speed
(m/s)";"ETo
(mm)"
23/3/2016;Μαρ;83;14.8;88.1;3.5;29.9;2.8;111.5;16.6;95.8;9.6;184.1;12.5;71.9;0.4;3.2
24/3/2016;Μαρ;84;14.0;84.9;2.6;147.8;1.8;153.2;18.1;100;10.2;998.6;10.2;65.7;0;2.8
25/3/2016;Μαρ;85;6.6;94.9;0.9;37.0;14.0;146.5;10.5;99.8;3.4;307.1;3.4;79.1;0;1.5
26/3/2016;Μαρ;86;7.3;78.6;1.0;227.2;0.2;161.3;12.4;98.1;4;1267.1;1.9;49.8;0;1.5
27/3/2016;Μαρ;87;7.6;87.0;1.4;118.7;1.8;192.8;11.9;97.6;5.6;636.7;5;61.5;0;1.8
28/3/2016;Μαρ;88;8.8;80.5;1.3;231.3;0.0;191.5;14.2;94.9;5.5;1078.1;4;60.5;0;1.9
29/3/2016;Μαρ;89;10.5;83.3;1.6;208.4;0.0;196.4;16.6;97.8;6.2;774.4;3.9;58.4;0;2.1
30/3/2016;Μαρ;90;12.4;87.5;0.8;243.2;0.0;159.4;18.7;100;3.6;820.3;5.8;65.6;0;1.7
31/3/2016;Μαρ;91;12.4;93.0;1.1;233.9;0.0;124.3;19;100;4.3;914.1;6.8;72.9;0;1.9
1/4/2016;Απρ;92;13.4;95.2;0.7;159.3;0.0;116.9;17.9;100;2.5;878.4;10.8;77.2;0;1.7
2/4/2016;Απρ;93;14.6;90.4;0.7;157.5;0.0;113.4;17.8;100;3.5;734.9;11.4;76.8;0;1.8
3/4/2016;Απρ;94;12.8;74.9;1.1;259.1;0.0;198.3;17.8;100;4.7;888.7;8.3;40.8;0;1.7
4/4/2016;Απρ;95;13.3;74.3;0.9;240.4;0.0;217.3;20.3;94;3.4;841.3;6.9;52.3;0;1.8
5/4/2016;Απρ;96;15.1;74.8;0.7;265.2;0.0;199.5;23.3;98.7;2.9;846.2;7.1;44.6;0;1.6
6/4/2016;Απρ;97;17.1;57.9;0.7;254.1;0.0;193.8;24.5;87;3.3;826.2;9.2;33.2;0;1.6
7/4/2016;Απρ;98;18.3;58.2;0.7;260.6;0.0;193.0;26.3;87.3;3.4;857.4;10;28.9;0;1.6
8/4/2016;Απρ;99;17.6;66.2;0.8;141.9;0.0;148.2;23.7;99;3.6;917;13;34.3;0;1.6
9/4/2016;Απρ;100;16.8;89.6;1.6;196.1;0.0;132.3;20.1;100;3.9;1042.5;13.3;71.6;0;2.4
10/4/2016;Απρ;101;16.4;81.0;1.4;278.1;0.0;125.5;21.2;100;4.2;925.3;11.8;57;0;2.2
11/4/2016;Απρ;102;14.6;87.3;0.7;86.6;0.4;182.5;18.1;99.5;3.5;391.1;12.5;68.7;0;1.7
12/4/2016;Απρ;103;15.7;83.8;1.1;258.0;0.2;196.2;20.8;100;4.3;965.8;11.7;63.3;0;2.1
13/4/2016;Απρ;104;16.0;79.6;1.1;280.1;0.0;159.9;22.6;99.1;3.7;889.7;9.5;54.5;0;2
14/4/2016;Απρ;105;15.7;87.9;0.8;184.5;0.0;93.3;22.5;100;3.1;837.4;11.4;59.5;0;1.7
15/4/2016;Απρ;106;17.2;71.7;1.8;299.7;0.2;159.0;24;98.8;5.4;914.1;10.9;29.1;0;2.4
16/4/2016;Απρ;107;16.2;68.9;1.1;304.5;0.0;181.7;22.8;91.4;4.7;919;9;51.1;0;2.2
17/4/2016;Απρ;108;16.8;71.0;0.8;289.9;0.0;169.5;24.5;94.6;3.8;885.8;8.5;42.2;0;1.7
18/4/2016;Απρ;109;18.0;79.9;1.0;286.4;0.0;187.6;25.3;99.9;3.4;904.8;10.2;52.2;0;2
19/4/2016;Απρ;110;19.0;71.9;0.9;259.3;0.0;153.6;27;100;3.9;979.5;12.9;28.6;0;1.6
20/4/2016;Απρ;111;18.0;69.2;2.0;219.6;2.4;93.3;24.5;91.1;5.4;892.6;12.7;49;0;3
21/4/2016;Απρ;112;14.0;53.3;1.6;313.9;0.2;150.0;19.4;86.8;5.6;934.6;7.6;32.1;0;2.5
22/4/2016;Απρ;113;13.5;72.0;1.3;300.3;0.0;186.4;19.7;92.7;4.7;981.9;5.9;47.2;0;2.1
23/4/2016;Απρ;114;15.3;77.5;0.8;186.3;0.0;145.4;21.4;89.6;3;1079.6;11.5;49.9;0;1.7
24/4/2016;Απρ;115;16.2;76.6;3.1;231.0;4.0;175.3;21;100;11;1018.6;12.5;51.7;0;3.4
25/4/2016;Απρ;116;16.7;68.1;3.4;295.5;0.0;208.3;22;90.1;10.4;957.5;10.4;36.9;0;3.8
26/4/2016;Απρ;117;12.9;85.2;2.1;155.2;3.8;129.9;16.3;96.6;5.3;1082;10.9;66.1;0;2.5
27/4/2016;Απρ;118;13.6;75.9;1.5;248.6;0.0;151.0;18.3;93.8;4.8;1150.4;9.1;53.3;0;2.2
28/4/2016;Απρ;119;14.2;76.3;1.0;294.2;0.0;194.7;21.2;95.6;4.7;974.1;6.7;49.1;0;1.9
29/4/2016;Απρ;120;13.5;86.3;0.7;76.6;0.0;256.6;17.7;96.6;3.7;525.9;10.4;59.1;0;1.6
30/4/2016;Απρ;121;16.5;69.0;1.3;276.6;0.0;162.8;22.2;94.4;5.6;1073.3;10.1;42.2;0;2.2
1/5/2016;Μαϊ;122;15.7;71.3;1.3;305.3;0.0;168.5;20.6;93.1;4.8;947.3;9.9;45.4;0;2.1
2/5/2016;Μαϊ;123;16.3;69.3;1.8;199.5;6.6;104.4;20.4;98;5.5;1001;12.9;40.7;0;2.5
3/5/2016;Μαϊ;124;15.0;83.5;2.1;237.9;6.4;144.8;19.1;100;5.9;1162.1;10.7;52.6;0;2.5
4/5/2016;Μαϊ;125;13.3;82.7;0.9;165.0;4.0;186.5;19.3;97.4;6.7;1094.3;8.5;47.9;0;1.6
5/5/2016;Μαϊ;126;14.2;78.5;0.9;136.4;0.2;192.0;17.8;99;4.9;1101.1;10.1;54.6;0;1.7
6/5/2016;Μαϊ;127;14.6;76.2;1.7;176.8;14.4;184.3;20.9;99.2;8;1158.2;10.7;46.3;0;2.3
7/5/2016;Μαϊ;128;14.6;81.6;1.2;291.9;0.0;196.6;19.5;97.5;3.8;1102.1;9.2;59.4;0;2.1
8/5/2016;Μαϊ;129;16.1;76.9;1.0;320.9;0.0;143.0;21.4;97.4;3.9;946.8;10.2;51.5;0;1.9
9/5/2016;Μαϊ;130;17.0;74.8;1.1;290.3;0.0;211.7;22.1;92.9;4.1;1031.8;11.4;52.3;0;2.1
10/5/2016;Μαϊ;131;17.6;71.7;1.4;283.8;0.0;150.8;21.7;89.8;5.2;1163.6;12.2;52.8;0;2.4
11/5/2016;Μαϊ;132;18.1;82.8;1.2;259.9;0.6;166.0;22.1;98;4.8;1086;14.9;61.6;0;2.2
12/5/2016;Μαϊ;133;18.2;82.1;0.8;174.5;0.0;123.8;22.2;97.4;2.8;841.3;14.8;60.4;0;1.9
13/5/2016;Μαϊ;134;20.7;80.2;2.6;289.4;0.2;183.5;27.2;100;10;985.4;15.7;49.3;0;3.2
14/5/2016;Μαϊ;135;19.7;73.9;2.3;333.1;0.0;143.9;25.7;97.7;6.7;1188;14.5;34.4;0;2.9
15/5/2016;Μαϊ;136;19.5;67.3;2.4;316.4;0.0;184.9;25.8;99.2;9.3;1066.4;12.4;27.9;0;3.2
16/5/2016;Μαϊ;137;18.9;66.3;1.9;334.1;9.2;148.1;24.5;86.8;7.3;1039.1;11.9;42;0;2.9
17/5/2016;Μαϊ;138;17.8;63.6;1.8;275.3;0.0;141.8;21.8;85.2;4.3;1142.6;14.9;44.7;0;2.8
18/5/2016;Μαϊ;139;15.6;74.1;1.4;237.9;2.0;196.6;20.1;98.4;4.9;1172.9;12;49.4;0;2.2
19/5/2016;Μαϊ;140;16.7;69.3;1.7;298.5;0.0;163.6;22.4;90.1;6.2;1105.5;9;40.8;0;2.5
20/5/2016;Μαϊ;141;17.0;78.1;1.0;210.0;1.2;161.6;21.9;97.5;3.2;894.1;10.9;63;0;2.1
21/5/2016;Μαϊ;142;15.4;92.0;2.3;36.1;26.0;46.2;16.8;100;5.9;230;14.4;65.9;0;2.6
22/5/2016;Μαϊ;143;18.4;57.5;3.2;155.1;0.0;77.6;22.3;85.1;6.2;856.5;15.7;44.1;0;4.1
23/5/2016;Μαϊ;144;19.8;57.2;2.4;339.4;0.0;221.7;26.2;87.8;7.9;1026.9;12.1;30.7;0;3.6
24/5/2016;Μαϊ;145;17.8;75.8;1.7;267.7;0.2;165.2;24.5;90.4;7.1;1144.1;11.1;46.5;0;2.5
25/5/2016;Μαϊ;146;18.4;57.6;3.6;299.9;0.0;231.8;24.6;89.3;10.6;1148.9;10.4;35.8;0;4.7
26/5/2016;Μαϊ;147;17.5;77.5;1.2;206.9;14.6;163.5;24.4;100;8.9;951.7;12.9;45;0;2
27/5/2016;Μαϊ;148;18.3;79.9;0.9;254.2;0.2;154.2;23.6;99.7;4.7;1321.3;12.1;56.3;0;1.9
28/5/2016;Μαϊ;149;19.3;75.9;1.4;282.3;0.0;156.5;24.2;95;5.6;1046.4;13.6;53.8;0;2.4
29/5/2016;Μαϊ;150;20.1;78.6;1.4;272.7;0.0;120.8;26.2;97.4;5;908.2;14;45.5;0;2.3
30/5/2016;Μαϊ;151;21.0;78.0;1.1;303.1;0.0;183.2;27;96.9;4.7;926.3;15.3;53.2;0;2.2
31/5/2016;Μαϊ;152;22.2;81.5;1.2;331.1;0.0;104.1;28.1;98.5;4.3;954.1;16;60.2;0;2.4
1/6/2016;Ιουν;153;23.5;68.8;1.1;325.5;0.0;202.2;29.8;99.8;4.3;1116.2;17;34.6;0;2.1
2/6/2016;Ιουν;154;24.0;61.5;3.0;346.5;0.0;173.3;30.1;91;9.7;969.7;18.2;30.3;0;4.3
3/6/2016;Ιουν;155;19.1;81.2;1.3;203.8;15.8;182.9;26.5;100;5.8;1194.8;15.6;45;0;2.1
4/6/2016;Ιουν;156;20.6;74.8;1.1;301.3;1.8;193.5;26.6;97.2;3.9;1222.2;15.1;40.5;0;2
5/6/2016;Ιουν;157;21.2;75.8;0.9;318.9;0.0;168.1;25.4;95.6;4.6;1037.6;16.2;51.3;0;2
6/6/2016;Ιουν;158;19.5;85.4;0.6;125.8;27.4;149.1;24.8;100;5.9;973.6;15.6;58.2;0;1.7
7/6/2016;Ιουν;159;20.0;76.0;1.6;193.9;0.2;134.1;25.1;96.7;7.5;1065.4;16.6;50.1;0;2.5
8/6/2016;Ιουν;160;18.9;65.2;2.5;269.1;0.8;103.5;23.4;87.8;5.4;1005.4;14.5;39;0;3.3
9/6/2016;Ιουν;161;18.0;66.6;1.5;344.6;0.0;191.7;22.4;91.5;4.2;1030.3;11.8;44;0;2.5
10/6/2016;Ιουν;162;18.9;73.1;1.4;328.7;0.0;153.7;24.7;95.4;4.4;1039.6;12.4;46.6;0;2.4
11/6/2016;Ιουν;163;20.4;78.1;1.1;291.2;0.0;134.2;25.7;97;5;1183.6;14.5;60;0;2.3
12/6/2016;Ιουν;164;21.2;78.0;1.2;336.2;0.0;87.5;26.7;97.6;3.7;960.5;14.8;49;0;2.2
13/6/2016;Ιουν;165;21.3;87.5;1.8;154.5;0.0;103.8;24.2;98.7;4.8;1192.4;19.1;72.9;0;2.8
14/6/2016;Ιουν;166;20.3;86.9;1.2;237.7;3.6;128.4;25;100;5.3;1254.4;16.2;60.5;0;2.2
15/6/2016;Ιουν;167;21.8;75.2;1.7;351.1;1.0;183.6;28.3;100;4.9;974.1;14.3;47.5;0;2.7
16/6/2016;Ιουν;168;24.1;66.2;1.4;351.8;0.2;191.9;30.6;94.8;4.2;976.1;16.5;32.5;0;2.5
17/6/2016;Ιουν;169;25.0;64.9;1.3;326.9;0.0;166.5;32.4;90;4.8;938.5;17.8;36.7;0;2.5
18/6/2016;Ιουν;170;26.2;69.1;0.9;286.5;0.0;156.0;35;95.2;3.5;921.4;18.9;33;0;1.9
19/6/2016;Ιουν;171;28.1;58.4;0.5;267.4;0.0;152.9;36.9;84.7;2.3;961;19.6;26;0;1.4
20/6/2016;Ιουν;172;28.8;56.9;1.5;306.3;0.0;147.6;34.7;85.8;4.5;920.9;21.6;30.1;0;2.9
21/6/2016;Ιουν;173;30.5;45.4;2.6;346.6;0.0;59.6;36.3;63.7;6.1;970.7;22.9;33;0.1;5
22/6/2016;Ιουν;174;30.7;43.2;3.0;333.9;0.0;47.8;35.4;55.9;6.9;956.6;26.1;32.8;0.4;5.5
23/6/2016;Ιουν;175;30.8;44.3;4.2;329.0;0.0;63.8;35.4;54.4;7.9;941.4;26.3;35.1;0.3;7
24/6/2016;Ιουν;176;30.6;47.0;5.5;335.4;0.0;52.5;35;59.9;9.1;947.8;27;29.7;2.7;8
25/6/2016;Ιουν;177;28.8;46.6;6.1;336.1;0.0;51.5;33.2;60.7;8.8;948.7;24.2;37.5;2.6;8.5
26/6/2016;Ιουν;178;26.6;53.6;2.6;182.0;0.0;125.9;31.6;89;4.5;957;21.9;43.9;0;4.5
27/6/2016;Ιουν;179;25.5;67.3;0.9;267.0;0.0;167.6;31.7;88.9;4.7;1085;20.4;39.8;0;2
28/6/2016;Ιουν;180;23.1;76.0;1.4;235.4;3.2;182.2;30.7;95.3;7;1073.7;18.3;45.4;0;2.4
29/6/2016;Ιουν;181;23.2;70.5;1.0;273.3;0.0;160.1;30.4;96.1;4.1;1125.5;16.6;40.5;0;2.1
30/6/2016;Ιουν;182;25.1;65.2;1.3;306.6;0.0;152.2;31;93;5.4;1051.3;17.9;43.4;0;2.6
1/7/2016;Ιουλ;183;26.0;66.7;1.2;276.2;0.0;152.9;32.1;92.5;4.3;1054.2;19.4;44.5;0;2.5
2/7/2016;Ιουλ;184;25.5;66.4;0.8;258.1;8.4;211.1;32.9;100;5.6;1078.1;18.8;38.5;0;1.9
3/7/2016;Ιουλ;185;25.1;69.6;1.5;267.2;3.2;180.2;31.6;88.9;8.1;1108.4;19.4;47.6;0;2.8
4/7/2016;Ιουλ;186;25.8;67.8;0.9;226.2;0.2;141.2;33.1;84.9;3.7;1130.4;20.5;43.2;0;2.1
5/7/2016;Ιουλ;187;25.8;65.5;1.4;232.8;0.0;122.9;30.4;81.2;4.5;1019.1;22.4;45.4;0;2.7
6/7/2016;Ιουλ;188;24.5;61.4;1.3;320.5;0.0;164.3;28.6;85.6;4.1;956.6;18.6;43.7;0;2.6
7/7/2016;Ιουλ;189;24.6;66.7;1.8;252.9;0.0;158.0;31.8;90.8;5.4;1186.5;20;34.5;0;3
8/7/2016;Ιουλ;190;24.8;40.7;1.5;327.9;0.0;162.9;30.8;79.7;5.1;987.3;20;23.3;0;3.1
9/7/2016;Ιουλ;191;23.2;60.7;1.5;346.1;0.0;124.1;28.5;85.9;4.7;968.3;16.4;36;0;2.7
10/7/2016;Ιουλ;192;25.4;60.3;1.4;343.9;0.0;154.3;31.5;92.6;5.1;979;16.8;35.3;0;2.7
11/7/2016;Ιουλ;193;24.6;63.8;1.3;340.0;0.0;117.9;30;91.9;4.5;961;17.5;38.3;0;2.5
12/7/2016;Ιουλ;194;24.6;63.8;2.0;345.9;0.0;150.0;31.1;93;5.7;967.3;17.9;35.4;0;3.3
13/7/2016;Ιουλ;195;24.7;68.0;1.2;338.4;0.0;174.3;30.1;92.5;5;963.4;17.3;46.1;0;2.5
14/7/2016;Ιουλ;196;25.0;76.8;1.3;325.7;0.0;148.4;30.1;94.9;3.5;928.7;18.9;57.3;0;2.6
15/7/2016;Ιουλ;197;27.5;69.5;1.1;317.1;0.0;157.3;33.7;97.4;4.4;920.9;20.6;43.8;0;2.4
16/7/2016;Ιουλ;198;25.9;70.6;1.2;329.2;0.0;127.9;31.3;93.4;3.5;934.6;20.1;46.8;0;2.4
17/7/2016;Ιουλ;199;25.6;68.2;1.3;337.7;0.0;142.9;30.7;93.3;4.5;959;19.2;44.1;0;2.5
18/7/2016;Ιουλ;200;25.7;52.1;1.5;288.3;0.0;139.5;29.1;63.7;5.2;1017.1;22.4;42;0;3
19/7/2016;Ιουλ;201;26.0;47.2;1.6;264.4;0.0;106.0;31.3;64.9;5.1;1229;19.9;32.6;0;3.2
